Count,ExcerptPostId,Id,TagName,WikiPostId
7,14736,2011,fco,14735
3,14746,2012,minneapolis,14745
1,14806,2014,gpa,14805
4,16156,2019,iraq,16155
2,16792,2020,afghanistan,16791
1,16749,2021,labrador,16748
8,16214,2022,parachutes-skydiving,16213
2,16790,2023,livorno,16789
15,16146,2025,utah,16145
8,16788,2026,hanoi,16787
3,16195,2027,connecticut,16194
1,16244,2028,north-dakota,16243
3,16246,2029,south-dakota,16245
7,31016,2030,indigenous-peoples,31015
1,16770,2031,cgn,16769
10,52843,2034,cafes,52842
4,16366,2035,casablanca,16365
2,16419,2036,nrn,16418
12,16786,2037,kosovo,16785
4,16784,2038,azores,16783
41,16441,2039,minors,16440
1,16448,2040,yamagata,16447
4,16465,2041,maldives,16464
2,16766,2042,tuva,16765
5,16782,2043,bergen,16781
2,16751,2044,guam,16750
2,16538,2046,nce,16537
78,16768,2048,business-travel,16767
15,16745,2049,hokkaido,16744
16,17804,2050,new-zealand-citizens,17803
5,17806,2051,peruvian-citizens,17805
2,16780,2057,death-valley,16779
1,16718,2058,mst,16717
2,16743,2059,guernsey,16742
9,30861,2061,malaysian-airlines,30860
4,16839,2062,south-carolina,16838
2,16841,2063,vlc,16840
3,17424,2065,eindhoven,17423
3,17422,2066,austin,17421
12,,2067,code-share,
5,17048,2069,andorra,17047
4,16958,2070,grenoble,16957
1,16990,2071,provence,16989
10,17420,2072,denver,17419
4,18254,2073,bne,18253
2,17800,2074,malta-citizens,17799
10,17418,2076,leipzig,17417
9,17223,2077,edi,17222
11,17414,2078,edinburgh,17413
1,17416,2079,dundee,17415
2,60825,2080,whalewatching,60824
10,17281,2082,cph,17280
1,17412,2083,cozumel,17411
54,34847,2084,residency,34846
1,17297,2085,falkland-islands,17296
6,17354,2087,west-bank,17353
4,17390,2089,leuven,17389
6,17471,2090,ory,17470
1,17469,2091,saint-lucia,17468
5,17485,2092,suriname,17484
4,17531,2096,sen,17530
2,18252,2097,world-cup,18251
4,17787,2098,world-war-ii,17786
1,17794,2099,hanover,17793
17,23271,2101,parks-and-gardens,23270
4,17791,2104,brittany,17790
3,17796,2105,uip,17795
14,18609,2116,belarus,18608
17,17995,2118,brazilian-citizens,17994
6,18256,2119,madagascar,18255
5,20911,2123,belize,20910
3,,2125,politics,
9,18245,2126,colorado,18244
2,18248,2127,i-80,18247
34,23916,2131,history,23915
14,23261,2132,coffee,23260
18,20915,2134,italian-citizens,20914
1,18392,2135,zad,18391
1,18515,2142,dunes,18514
1,18518,2143,great-salt-lake,18517
2,18520,2144,salt-lakes,18519
2,18574,2145,seville,18573
5,18605,2147,corsica,18604
2,18607,2148,sardinia,18606
3,18603,2149,rix,18602
15,39267,2152,macau,39266
