Class,Date,Id,Name,TagBased,UserId
3,2011-06-21T21:36:59.560,109,Autobiographer,False,55
3,2011-06-21T21:47:04.607,110,Student,False,51
3,2011-06-21T21:47:04.763,111,Scholar,False,10
3,2011-06-21T21:47:04.793,112,Commentator,False,19
3,2011-06-21T21:47:04.810,113,Mortarboard,False,9
3,2011-06-21T21:47:04.840,114,Vox Populi,False,26
3,2011-06-21T21:52:05.133,115,Autobiographer,False,58
3,2011-06-21T21:57:04.630,116,Student,False,11
3,2011-06-21T21:57:04.783,117,Supporter,False,44
3,2011-06-21T22:02:04.670,118,Editor,False,11
3,2011-06-21T22:02:04.860,119,Autobiographer,False,63
3,2011-06-21T22:07:04.667,120,Autobiographer,False,64
3,2011-06-21T22:07:04.713,121,Suffrage,False,13
3,2011-06-21T22:07:04.713,122,Suffrage,False,26
3,2011-06-21T22:12:04.677,123,Editor,False,60
3,2011-06-21T22:12:04.833,124,Supporter,False,60
3,2011-06-21T22:12:04.833,125,Supporter,False,64
3,2011-06-21T22:17:10.790,126,Autobiographer,False,65
3,2011-06-21T22:27:10.203,127,Student,False,31
3,2011-06-21T22:27:10.373,128,Supporter,False,65
3,2011-06-21T22:27:10.390,129,Autobiographer,False,66
3,2011-06-21T22:32:10.230,130,Teacher,False,24
3,2011-06-21T22:32:10.433,131,Organizer,False,56
3,2011-06-21T22:32:10.480,132,Supporter,False,20
3,2011-06-21T22:32:10.497,133,Autobiographer,False,67
3,2011-06-21T22:37:10.240,134,Student,False,63
3,2011-06-21T22:37:10.383,135,Supporter,False,70
3,2011-06-21T22:37:10.397,136,Autobiographer,False,68
3,2011-06-21T22:37:10.397,137,Autobiographer,False,70
3,2011-06-21T22:42:10.220,138,Student,False,66
3,2011-06-21T22:42:10.410,139,Supporter,False,71
3,2011-06-21T22:42:10.423,140,Autobiographer,False,71
3,2011-06-21T22:47:10.250,141,Teacher,False,56
3,2011-06-21T22:47:10.403,142,Teacher,False,64
3,2011-06-21T22:47:10.437,143,Teacher,False,65
3,2011-06-21T22:47:10.483,144,Supporter,False,68
3,2011-06-21T22:47:10.497,145,Supporter,False,72
3,2011-06-21T22:47:10.513,146,Autobiographer,False,74
3,2011-06-21T22:52:10.930,147,Teacher,False,68
3,2011-06-21T22:52:11.070,148,Student,False,72
3,2011-06-21T22:52:11.117,149,Supporter,False,73
3,2011-06-21T22:52:11.150,150,Scholar,False,30
3,2011-06-21T22:52:11.197,151,Commentator,False,30
3,2011-06-21T22:57:10.350,152,Critic,False,11
3,2011-06-21T23:02:10.220,153,Teacher,False,10
3,2011-06-21T23:02:10.470,154,Supporter,False,31
3,2011-06-21T23:02:10.500,155,Scholar,False,31
3,2011-06-21T23:07:10.713,156,Student,False,64
3,2011-06-21T23:07:10.963,157,Organizer,False,20
3,2011-06-21T23:07:11.010,158,Autobiographer,False,76
3,2011-06-21T23:07:11.010,159,Autobiographer,False,77
3,2011-06-21T23:16:48.523,160,Precognitive,False,76
3,2011-06-21T23:16:49.083,161,Precognitive,False,56
3,2011-06-21T23:16:49.083,162,Precognitive,False,75
3,2011-06-21T23:16:49.100,163,Precognitive,False,49
3,2011-06-21T23:16:49.117,164,Precognitive,False,60
3,2011-06-21T23:27:10.213,165,Editor,False,20
3,2011-06-21T23:32:10.227,166,Student,False,56
3,2011-06-21T23:32:10.473,167,Editor,False,63
3,2011-06-21T23:32:10.523,168,Supporter,False,63
3,2011-06-21T23:37:10.237,169,Student,False,75
3,2011-06-21T23:37:10.470,170,Supporter,False,56
3,2011-06-21T23:37:10.503,171,Scholar,False,63
3,2011-06-21T23:42:11.027,172,Mortarboard,False,30
3,2011-06-21T23:52:10.223,173,Supporter,False,81
3,2011-06-21T23:57:10.843,174,Supporter,False,62
3,2011-06-22T00:12:10.533,175,Teacher,False,63
3,2011-06-22T00:12:10.707,176,Teacher,False,81
3,2011-06-22T00:16:49.250,178,Quorum,False,8
3,2011-06-22T00:16:50.077,179,Quorum,False,79
3,2011-06-22T00:16:50.093,180,Quorum,False,30
3,2011-06-22T00:16:50.110,181,Quorum,False,10
3,2011-06-22T00:16:50.110,182,Quorum,False,19
3,2011-06-22T00:16:50.217,183,Precognitive,False,81
3,2011-06-22T00:17:10.263,184,Editor,False,65
3,2011-06-22T00:37:11.277,185,Suffrage,False,30
3,2011-06-22T00:52:11.187,186,Student,False,62
3,2011-06-22T00:57:11.213,187,Supporter,False,66
3,2011-06-22T01:02:11.490,189,Supporter,False,39
3,2011-06-22T01:02:11.520,190,Autobiographer,False,84
3,2011-06-22T01:02:12.317,191,Nice Answer,False,26
3,2011-06-22T01:12:11.247,192,Student,False,65
3,2011-06-22T01:12:11.527,193,Organizer,False,65
2,2011-06-22T01:12:12.323,194,Enlightened,False,26
3,2011-06-22T01:17:11.273,195,Supporter,False,84
3,2011-06-22T01:17:11.290,196,Supporter,False,86
3,2011-06-22T01:17:11.320,197,Autobiographer,False,86
3,2011-06-22T01:17:11.320,198,Autobiographer,False,87
3,2011-06-22T01:22:12.300,199,Nice Question,False,10
3,2011-06-22T01:27:12.527,200,Teacher,False,85
3,2011-06-22T01:27:12.790,201,Supporter,False,87
3,2011-06-22T01:27:12.807,202,Critic,False,87
3,2011-06-22T01:32:13.440,203,Editor,False,81
3,2011-06-22T01:32:13.657,204,Supporter,False,57
3,2011-06-22T01:42:13.367,205,Supporter,False,85
3,2011-06-22T01:47:12.587,206,Student,False,60
3,2011-06-22T01:57:13.560,207,Autobiographer,False,88
3,2011-06-22T02:07:12.570,208,Supporter,False,88
3,2011-06-22T02:12:12.580,209,Student,False,81
3,2011-06-22T02:12:12.800,210,Student,False,86
3,2011-06-22T02:12:12.830,211,Student,False,87
3,2011-06-22T02:12:12.893,212,Supporter,False,89
3,2011-06-22T02:12:12.923,214,Autobiographer,False,89
3,2011-06-22T02:12:12.940,215,Scholar,False,72
3,2011-06-22T02:17:13.577,216,Editor,False,54
3,2011-06-22T02:17:13.857,217,Supporter,False,54
3,2011-06-22T02:17:13.870,218,Critic,False,54
3,2011-06-22T02:22:14.583,219,Autobiographer,False,92
3,2011-06-22T02:27:14.563,220,Autobiographer,False,93
3,2011-06-22T02:32:14.560,221,Supporter,False,93
3,2011-06-22T02:37:14.603,222,Editor,False,85
3,2011-06-22T02:47:15.623,223,Teacher,False,54
3,2011-06-22T02:47:15.857,224,Supporter,False,91
3,2011-06-22T03:16:50.530,225,Quorum,False,34
3,2011-06-22T03:16:50.887,226,Precognitive,False,89
3,2011-06-22T03:47:44.620,227,Student,False,85
3,2011-06-22T03:47:44.870,228,Supporter,False,95
3,2011-06-22T03:47:44.887,229,Autobiographer,False,95
3,2011-06-22T03:52:46.613,230,Scholar,False,26
3,2011-06-22T04:02:45.573,231,Tag Editor,False,26
3,2011-06-22T04:12:45.520,232,Teacher,False,96
3,2011-06-22T04:12:45.817,233,Student,False,88
3,2011-06-22T04:22:45.447,235,Autobiographer,False,97
3,2011-06-22T04:22:46.417,236,Nice Answer,False,30
3,2011-06-22T04:27:45.460,237,Organizer,False,97
3,2011-06-22T04:27:45.757,238,Supporter,False,97
3,2011-06-22T04:57:46.463,239,Supporter,False,96
3,2011-06-22T04:57:46.493,240,Critic,False,96
3,2011-06-22T04:57:46.527,241,Autobiographer,False,98
3,2011-06-22T05:07:46.487,242,Teacher,False,59
3,2011-06-22T05:07:46.797,243,Supporter,False,98
3,2011-06-22T05:12:46.527,244,Cleanup,False,19
3,2011-06-22T05:16:50.473,245,Quorum,False,85
3,2011-06-22T05:17:46.790,246,Autobiographer,False,100
3,2011-06-22T05:32:48.430,247,Student,False,91
3,2011-06-22T05:47:49.913,248,Autobiographer,False,101
3,2011-06-22T05:57:51.700,249,Student,False,59
3,2011-06-22T05:57:51.997,250,Supporter,False,101
3,2011-06-22T06:07:50.397,251,Student,False,101
3,2011-06-22T06:12:50.407,252,Teacher,False,101
3,2011-06-22T06:16:52.417,253,Quorum,False,24
3,2011-06-22T06:16:53.650,254,Precognitive,False,101
3,2011-06-22T06:17:50.450,255,Scholar,False,101
3,2011-06-22T06:32:50.407,256,Autobiographer,False,102
3,2011-06-22T06:37:50.417,257,Supporter,False,103
3,2011-06-22T06:37:51.493,258,Nice Question,False,34
3,2011-06-22T06:52:50.403,259,Autobiographer,False,104
3,2011-06-22T06:52:50.403,260,Autobiographer,False,105
3,2011-06-22T06:52:50.420,261,Autobiographer,False,106
3,2011-06-22T06:57:50.480,262,Supporter,False,108
3,2011-06-22T06:57:50.540,263,Autobiographer,False,107
3,2011-06-22T06:57:50.540,264,Autobiographer,False,108
3,2011-06-22T07:02:50.553,265,Nice Question,False,19
3,2011-06-22T07:17:50.413,266,Teacher,False,108
3,2011-06-22T07:32:50.497,267,Scholar,False,88
3,2011-06-22T07:47:50.497,268,Teacher,False,88
3,2011-06-22T07:47:50.607,269,Autobiographer,False,110
3,2011-06-22T07:47:50.607,270,Autobiographer,False,112
3,2011-06-22T07:52:50.493,271,Supporter,False,112
3,2011-06-22T07:52:50.633,272,Nice Answer,False,30
3,2011-06-22T08:02:50.423,273,Supporter,False,113
3,2011-06-22T08:02:50.437,274,Autobiographer,False,113
2,2011-06-22T08:02:50.627,275,Enlightened,False,30
3,2011-06-22T08:17:50.427,276,Supporter,False,114
3,2011-06-22T08:17:50.440,277,Supporter,False,115
3,2011-06-22T08:17:50.457,278,Autobiographer,False,115
3,2011-06-22T08:27:50.447,279,Student,False,112
3,2011-06-22T08:32:50.443,280,Teacher,False,113
3,2011-06-22T08:42:50.497,281,Autobiographer,False,118
3,2011-06-22T09:07:50.430,282,Autobiographer,False,120
3,2011-06-22T09:12:50.423,283,Student,False,44
3,2011-06-22T09:16:53.587,284,Precognitive,False,112
3,2011-06-22T09:37:50.450,285,Student,False,116
3,2011-06-22T09:47:50.487,286,Supporter,False,121
3,2011-06-22T09:52:50.780,287,Autobiographer,False,122
3,2011-06-22T10:37:50.213,288,Supporter,False,18
3,2011-06-22T11:16:53.103,289,Precognitive,False,123
3,2011-06-22T11:22:50.053,290,Autobiographer,False,124
3,2011-06-22T11:27:50.067,291,Critic,False,8
3,2011-06-22T11:42:50.130,292,Autobiographer,False,126
3,2011-06-22T12:02:50.940,293,Student,False,124
3,2011-06-22T12:02:51.160,294,Supporter,False,124
3,2011-06-22T12:07:50.110,295,Organizer,False,101
3,2011-06-22T12:17:50.897,296,Teacher,False,18
3,2011-06-22T12:17:51.113,297,Teacher,False,44
3,2011-06-22T12:17:51.193,298,Supporter,False,118
3,2011-06-22T12:27:51.933,299,Teacher,False,124
3,2011-06-22T12:27:52.137,300,Supporter,False,50
3,2011-06-22T12:32:51.883,301,Editor,False,124
3,2011-06-22T12:37:52.610,302,Student,False,50
3,2011-06-22T13:02:51.903,303,Supporter,False,104
3,2011-06-22T13:17:51.953,304,Commentator,False,101
3,2011-06-22T13:42:53.180,305,Autobiographer,False,114
3,2011-06-22T13:47:51.927,306,Teacher,False,31
3,2011-06-22T14:02:52.913,307,Editor,False,24
3,2011-06-22T14:02:53.147,308,Editor,False,101
3,2011-06-22T14:47:53.950,309,Cleanup,False,13
3,2011-06-22T14:47:54.247,310,Autobiographer,False,127
3,2011-06-22T14:57:55.923,311,Mortarboard,False,101
3,2011-06-22T15:37:55.933,312,Teacher,False,91
3,2011-06-22T15:37:57.073,313,Nice Answer,False,46
3,2011-06-22T16:02:55.977,314,Organizer,False,30
3,2011-06-22T16:16:53.967,315,Quorum,False,54
3,2011-06-22T16:16:55.027,316,Quorum,False,112
3,2011-06-22T16:16:55.043,317,Quorum,False,81
3,2011-06-22T16:17:56.040,319,Scholar,False,23
3,2011-06-22T16:32:56.947,320,Autobiographer,False,130
3,2011-06-22T16:52:56.917,321,Supporter,False,130
3,2011-06-22T17:32:56.913,322,Supporter,False,132
3,2011-06-22T17:57:56.907,323,Supporter,False,128
3,2011-06-22T17:57:56.920,324,Critic,False,128
3,2011-06-22T18:02:56.933,325,Student,False,39
3,2011-06-22T18:02:57.027,326,Student,False,104
3,2011-06-22T18:32:56.937,327,Scholar,False,86
3,2011-06-22T18:32:57.093,328,Suffrage,False,112
3,2011-06-22T18:52:57.030,329,Supporter,False,131
3,2011-06-22T19:02:57.083,330,Supporter,False,133
3,2011-06-22T19:02:57.100,331,Autobiographer,False,133
3,2011-06-22T19:12:56.933,332,Student,False,57
3,2011-06-22T19:22:56.897,333,Critic,False,104
3,2011-06-22T19:47:57.467,334,Citizen Patrol,False,19
3,2011-06-22T19:52:57.383,335,Teacher,False,121
3,2011-06-22T20:02:57.443,336,Supporter,False,109
3,2011-06-22T20:12:57.810,337,Supporter,False,116
3,2011-06-22T20:47:58.013,338,Critic,False,39
3,2011-06-22T20:52:57.620,339,Supporter,False,90
3,2011-06-22T21:07:57.543,340,Suffrage,False,108
3,2011-06-22T21:16:55.510,341,Quorum,False,128
3,2011-06-22T21:37:57.330,342,Supporter,False,24
3,2011-06-22T21:37:57.347,343,Scholar,False,24
3,2011-06-22T21:42:57.343,344,Supporter,False,59
3,2011-06-22T21:57:58.470,345,Supporter,False,136
3,2011-06-22T22:33:03.867,346,Teacher,False,75
3,2011-06-22T23:03:10.130,347,Editor,False,62
3,2011-06-22T23:03:10.190,348,Editor,False,64
3,2011-06-22T23:08:10.140,349,Teacher,False,62
3,2011-06-22T23:08:10.373,350,Scholar,False,39
3,2011-06-22T23:23:19.440,353,Mortarboard,False,19
3,2011-06-22T23:28:19.373,354,Teacher,False,131
3,2011-06-22T23:28:19.483,355,Critic,False,62
3,2011-06-22T23:28:19.483,356,Citizen Patrol,False,62
3,2011-06-23T00:13:24.763,357,Teacher,False,135
3,2011-06-23T00:18:24.807,358,Teacher,False,104
3,2011-06-23T00:18:24.837,359,Teacher,False,114
3,2011-06-23T00:18:24.853,360,Teacher,False,116
3,2011-06-23T00:18:24.947,361,Nice Answer,False,54
3,2011-06-23T00:23:38.203,362,Teacher,False,136
3,2011-06-23T01:13:48.970,363,Critic,False,20
3,2011-06-23T01:54:48.373,364,Critic,False,70
3,2011-06-23T02:14:48.497,365,Scholar,False,85
3,2011-06-23T02:19:50.693,366,Supporter,False,77
3,2011-06-23T02:19:50.723,367,Commentator,False,85
3,2011-06-23T02:55:13.517,368,Mortarboard,False,65
3,2011-06-23T03:40:36.567,369,Autobiographer,False,138
3,2011-06-23T05:16:20.913,370,Critic,False,101
3,2011-06-23T05:31:21.743,371,Teacher,False,74
3,2011-06-23T05:31:21.823,372,Supporter,False,55
3,2011-06-23T05:46:21.823,373,Supporter,False,139
3,2011-06-23T05:46:21.840,374,Critic,False,139
3,2011-06-23T06:46:37.250,375,Editor,False,108
3,2011-06-23T07:26:37.400,376,Nice Answer,False,33
3,2011-06-23T07:31:37.273,377,Organizer,False,74
3,2011-06-23T07:36:37.300,378,Scholar,False,108
3,2011-06-23T07:46:37.323,379,Editor,False,74
3,2011-06-23T07:46:37.383,380,Scholar,False,104
3,2011-06-23T07:46:37.417,381,Self-Learner,False,65
2,2011-06-23T08:06:38.303,382,Enlightened,False,33
3,2011-06-23T08:16:38.310,383,Nice Answer,False,9
3,2011-06-23T08:16:38.387,384,Suffrage,False,114
3,2011-06-23T09:16:42.470,385,Student,False,140
3,2011-06-23T09:16:42.550,386,Supporter,False,140
3,2011-06-23T09:26:38.233,387,Nice Question,False,124
3,2011-06-23T10:41:39.230,389,Student,False,108
3,2011-06-23T11:31:39.077,390,Peer Pressure,False,50
3,2011-06-23T12:36:39.270,391,Editor,False,33
3,2011-06-23T13:46:39.503,392,Commentator,False,10
3,2011-06-23T14:31:39.267,393,Autobiographer,False,142
3,2011-06-23T14:31:39.283,394,Scholar,False,22
3,2011-06-23T14:36:39.263,395,Student,False,95
3,2011-06-23T14:56:39.243,396,Teacher,False,102
3,2011-06-23T15:01:39.710,397,Teacher,False,130
3,2011-06-23T15:01:39.817,398,Student,False,77
3,2011-06-23T16:16:39.253,399,Suffrage,False,9
3,2011-06-23T16:56:39.203,400,Nice Answer,False,9
3,2011-06-23T17:01:39.073,401,Scholar,False,8
3,2011-06-23T17:11:40.093,402,Supporter,False,144
3,2011-06-23T17:21:40.103,403,Organizer,False,39
3,2011-06-23T17:21:40.167,404,Autobiographer,False,144
3,2011-06-23T17:21:40.180,405,Scholar,False,77
3,2011-06-23T17:31:40.030,406,Organizer,False,9
3,2011-06-23T17:41:40.257,407,Nice Answer,False,40
3,2011-06-23T17:46:40.050,408,Student,False,144
3,2011-06-23T17:56:40.027,409,Editor,False,97
3,2011-06-23T17:56:40.103,410,Editor,False,116
3,2011-06-23T18:16:56.327,413,Quorum,False,101
3,2011-06-23T18:16:56.327,414,Quorum,False,13
3,2011-06-23T18:56:40.490,415,Teacher,False,140
3,2011-06-23T19:06:40.590,416,Nice Answer,False,30
2,2011-06-23T19:06:40.870,417,Enlightened,False,30
3,2011-06-23T19:21:40.110,418,Editor,False,140
3,2011-06-23T19:21:40.280,419,Commentator,False,140
3,2011-06-23T19:56:40.030,420,Supporter,False,102
3,2011-06-23T20:01:40.090,421,Tag Editor,False,19
3,2011-06-23T20:21:40.150,422,Autobiographer,False,145
3,2011-06-23T20:31:41.000,423,Autobiographer,False,146
3,2011-06-23T20:36:41.027,424,Supporter,False,146
3,2011-06-23T20:41:41.023,425,Citizen Patrol,False,101
3,2011-06-23T20:46:41.033,426,Supporter,False,40
3,2011-06-23T20:56:44.160,427,Supporter,False,147
3,2011-06-23T22:37:01.173,428,Commentator,False,65
3,2011-06-23T23:22:06.723,429,Teacher,False,147
3,2011-06-24T00:27:23.407,430,Scholar,False,140
3,2011-06-24T03:48:01.957,432,Nice Question,False,104
3,2011-06-24T04:08:13.623,433,Student,False,90
3,2011-06-24T04:18:13.677,434,Tag Editor,False,74
3,2011-06-24T04:23:13.673,435,Scholar,False,90
3,2011-06-24T05:17:20.257,437,Quorum,False,9
3,2011-06-24T08:39:47.667,438,Scholar,False,50
3,2011-06-24T11:17:20.150,439,Quorum,False,62
3,2011-06-24T11:17:20.167,440,Quorum,False,39
3,2011-06-24T11:17:20.183,441,Quorum,False,65
3,2011-06-24T11:17:20.197,442,Quorum,False,140
3,2011-06-24T11:17:20.213,443,Quorum,False,64
3,2011-06-24T11:24:56.323,444,Nice Question,False,19
3,2011-06-24T11:29:56.100,445,Nice Question,False,28
3,2011-06-24T11:29:56.193,446,Nice Question,False,56
3,2011-06-24T11:29:56.240,447,Vox Populi,False,90
3,2011-06-24T11:39:56.077,448,Suffrage,False,90
3,2011-06-24T12:14:56.530,449,Autobiographer,False,149
3,2011-06-24T12:24:56.083,450,Supporter,False,149
3,2011-06-24T12:24:56.100,451,Critic,False,46
3,2011-06-24T12:29:56.093,452,Student,False,149
3,2011-06-24T12:29:56.267,453,Commentator,False,130
3,2011-06-24T13:44:56.060,454,Scholar,False,9
3,2011-06-24T14:29:56.163,455,Scholar,False,95
3,2011-06-24T14:54:56.187,456,Commentator,False,13
3,2011-06-24T15:06:14.180,457,Teacher,False,80
3,2011-06-24T15:17:20.100,458,Quorum,False,28
3,2011-06-24T16:01:14.447,459,Editor,False,104
3,2011-06-24T16:41:14.053,460,Editor,False,144
3,2011-06-24T18:21:14.897,461,Scholar,False,91
3,2011-06-24T18:26:14.767,462,Editor,False,46
3,2011-06-24T18:26:14.937,463,Supporter,False,142
3,2011-06-24T18:26:14.953,464,Critic,False,108
3,2011-06-24T18:31:14.217,465,Student,False,142
3,2011-06-24T18:36:14.243,466,Organizer,False,108
3,2011-06-24T18:41:14.190,467,Commentator,False,54
3,2011-06-24T19:56:14.877,468,Supporter,False,150
3,2011-06-24T21:17:20.127,469,Precognitive,False,150
3,2011-06-24T23:41:14.150,471,Supporter,False,3
3,2011-06-25T03:11:14.457,473,Critic,False,74
3,2011-06-25T03:51:15.063,474,Scholar,False,65
3,2011-06-25T04:31:15.230,475,Organizer,False,140
3,2011-06-25T04:41:16.113,476,Cleanup,False,74
3,2011-06-25T05:41:15.540,477,Supporter,False,74
3,2011-06-25T06:51:16.413,478,Editor,False,147
3,2011-06-25T08:11:19.510,479,Teacher,False,151
3,2011-06-25T08:11:19.773,480,Supporter,False,151
3,2011-06-25T09:11:18.653,481,Student,False,151
3,2011-06-25T09:36:19.657,482,Teacher,False,95
3,2011-06-25T09:36:19.907,483,Teacher,False,144
3,2011-06-25T10:06:19.553,484,Student,False,96
3,2011-06-25T10:31:19.650,485,Commentator,False,26
3,2011-06-25T10:41:20.597,486,Commentator,False,108
3,2011-06-25T11:26:20.620,487,Scholar,False,66
3,2011-06-25T11:31:21.647,488,Scholar,False,151
3,2011-06-25T16:26:24.813,489,Autobiographer,False,153
3,2011-06-25T17:11:24.747,490,Autobiographer,False,26
3,2011-06-25T17:31:25.843,491,Student,False,46
3,2011-06-25T17:31:26.173,492,Critic,False,24
3,2011-06-25T17:31:26.203,493,Commentator,False,24
3,2011-06-25T18:17:21.877,494,Quorum,False,104
3,2011-06-25T18:21:25.837,495,Editor,False,149
3,2011-06-25T18:51:28.193,496,Nice Question,False,64
3,2011-06-26T12:06:29.427,499,Scholar,False,149
3,2011-06-26T13:11:32.220,500,Critic,False,26
3,2011-06-26T13:11:32.267,501,Autobiographer,False,154
3,2011-06-26T15:31:33.290,502,Nice Question,False,112
3,2011-06-26T18:41:46.803,503,Scholar,False,144
3,2011-06-26T19:01:45.873,504,Supporter,False,155
3,2011-06-26T19:17:29.453,505,Quorum,False,74
3,2011-06-26T19:17:30.763,506,Precognitive,False,155
3,2011-06-26T20:52:18.700,507,Scholar,False,33
3,2011-06-26T20:52:19.993,508,Nice Answer,False,108
3,2011-06-26T21:02:18.713,509,Teacher,False,155
3,2011-06-26T22:12:35.883,510,Autobiographer,False,73
3,2011-06-27T00:02:59.883,512,Supporter,False,145
